32,149,-117,1,-1,33,116,0
65,123,-58,0,-1,66,57,0
78,132,-54,0,0,78,54,0
108,110,-2,0,0,108,2,0
152,98,54,54,54,98,0,0
142,79,63,100,46,79,0,17
135,74,61,100,0,74,0,61
62,77,-15,86,-14,76,1,0
49,88,-39,58,-28,77,11,0
20,111,-91,23,-35,55,56,0
8,129,-121,7,-16,24,105,0
20,146,-126,2,-5,25,121,0
